Repository,Type,#,User,Title,State,Created,Updated,URL
python/cpython,PR,15640,fuzzygwalchmei,bpo-36309  pydoc.py: line 1533 - updated mktemp to mkstemp,open,09/02/19 13:24:18,12/01/19 21:50:25,https://github.com/python/cpython/pull/15640
python/cpython,PR,15636,serhiy-storchaka,[3.10] bpo-37999: No longer use __int__ in implicit integer conversions.,open,09/01/19 14:29:06,09/01/19 14:29:50,https://github.com/python/cpython/pull/15636
python/cpython,PR,15633,corona10,bpo-24416: Return a IsoCalendarDate from date.isocalendar(),open,09/01/19 09:32:09,12/17/19 11:04:52,https://github.com/python/cpython/pull/15633
python/cpython,PR,15611,sir-sigurd,bpo-37986: Improve perfomance of PyLong_FromDouble(),open,08/30/19 12:00:08,11/20/19 08:13:24,https://github.com/python/cpython/pull/15611
python/cpython,PR,15609,serhiy-storchaka,bpo-15999: Accept arbitrary values for boolean parameters.,open,08/30/19 10:55:26,09/10/19 09:24:51,https://github.com/python/cpython/pull/15609
python/cpython,PR,15600,tsufeki,bpo-30988: Fix parsing invalid email address headers starting or ending with a dot,open,08/29/19 21:40:05,09/05/19 20:06:09,https://github.com/python/cpython/pull/15600
python/cpython,PR,15555,ZackerySpytz,bpo-23878: Remove the key parameter of _Py_FindEnvConfigValue(),open,08/28/19 00:38:56,09/09/19 17:33:47,https://github.com/python/cpython/pull/15555
python/cpython,PR,15521,phsilva,bpo-37955: mock.patch incorrect reference to Mock,open,08/26/19 18:24:54,12/12/19 06:41:39,https://github.com/python/cpython/pull/15521
python/cpython,PR,15513,ZackerySpytz,"bpo-30076: Rename the BUILD_{TUPLE,MAP}_UNPACK_WITH_CALL opcodes",open,08/26/19 13:24:16,09/03/19 14:03:11,https://github.com/python/cpython/pull/15513
python/cpython,PR,15498,pingchaoc,"Fixing the ""Invalid argument"" bug on datetime.timestamp()",open,08/26/19 05:49:23,09/07/19 16:51:21,https://github.com/python/cpython/pull/15498
python/cpython,PR,15496,nanjekyejoannah,bpo-32847: Add DirectoryNotEmptyError subclass of OSError,open,08/26/19 05:16:03,09/13/19 12:10:56,https://github.com/python/cpython/pull/15496
python/cpython,PR,15495,Olshansk,bpo-37958: Adding get_profile_dict to pstats,open,08/26/19 03:35:48,12/29/19 17:20:23,https://github.com/python/cpython/pull/15495
python/cpython,PR,15474,taleinat,bpo-37903: IDLE: Shell sidebar with prompts,open,08/24/19 23:50:07,11/03/19 15:38:45,https://github.com/python/cpython/pull/15474
python/cpython,PR,15464,mbanerjeepalmer,Typo: String strip method docstring 'remove' -> 'removed'.,open,08/24/19 20:40:53,11/21/19 05:16:22,https://github.com/python/cpython/pull/15464
python/cpython,PR,15457,sir-sigurd,[WIP] bpo-37938: Refactor PyLong_As*() functions,open,08/24/19 14:29:36,08/25/19 17:40:17,https://github.com/python/cpython/pull/15457
python/cpython,PR,15401,zaphodef,bpo-37921: Better handle symlinks in the zipfile module,open,08/23/19 00:16:37,08/26/19 18:43:22,https://github.com/python/cpython/pull/15401
python/cpython,PR,15387,jpc,bpo-37916: distutils: allow overriding of the RANLIB command on macOS (darwin),open,08/22/19 14:38:49,12/09/19 18:32:39,https://github.com/python/cpython/pull/15387
python/cpython,PR,15372,sjfranklin,bpo-37910: argparse usage wrapping should allow whitespace differences caused by metavar,open,08/22/19 02:02:29,09/26/19 07:36:46,https://github.com/python/cpython/pull/15372
python/cpython,PR,15363,sir-sigurd,bpo-37907: Slightly improve performance of PyLong_AsSsize_t() with large longs,open,08/21/19 19:22:48,09/16/19 11:05:10,https://github.com/python/cpython/pull/15363
python/cpython,PR,15359,MichaelAnckaert,bpo-19820: Updated documentation for inspect module: some module attributes were…,open,08/21/19 15:23:21,09/11/19 16:49:17,https://github.com/python/cpython/pull/15359
python/cpython,PR,15331,ShaiAvr,bpo-37935: Improve performance of pathlib.scandir(),open,08/19/19 12:17:47,11/21/19 05:36:20,https://github.com/python/cpython/pull/15331
python/cpython,PR,15328,jdemeyer,bpo-37836: document as_integer_ratio() in the data model,open,08/19/19 00:41:05,08/21/19 12:33:55,https://github.com/python/cpython/pull/15328
python/cpython,PR,15327,jdemeyer,bpo-37836: support .as_integer_ratio() in Fraction,open,08/19/19 00:08:45,08/26/19 08:00:00,https://github.com/python/cpython/pull/15327
python/cpython,PR,15312,vinay0410,bpo-37703: improve asyncio.gather documentation regarding cancellation,open,08/16/19 16:52:38,10/04/19 23:02:30,https://github.com/python/cpython/pull/15312
python/cpython,PR,15311,terryjreedy, bpo-37824: Properly handle user input warnings in IDLE shell.,open,08/16/19 08:42:24,08/26/19 11:01:57,https://github.com/python/cpython/pull/15311
python/cpython,PR,15300,gnprice,"bpo-37864: Correct and deduplicate ""isprintable"" docs; add test.",open,08/15/19 07:43:17,08/21/19 07:27:13,https://github.com/python/cpython/pull/15300
python/cpython,PR,15299,epicfaace,bpo-11671: add header validation from http.client to wsgiref.headers.Headers,open,08/15/19 07:09:20,08/27/19 10:35:04,https://github.com/python/cpython/pull/15299
python/cpython,PR,15297,epicfaace,bpo-34276: round-trip file URI's with multiple leading slashes,open,08/15/19 06:29:04,08/27/19 04:17:26,https://github.com/python/cpython/pull/15297
python/cpython,PR,15295,jdemeyer,bpo-37645: simplify __str__ of function objects,open,08/15/19 01:04:53,08/24/19 01:11:51,https://github.com/python/cpython/pull/15295
python/cpython,PR,15286,zaneb,bpo-37857: Invalidate cache when log level changed directly,open,08/14/19 22:55:46,09/23/19 20:34:33,https://github.com/python/cpython/pull/15286
python/cpython,PR,15275,cedk,bpo-34311: Add locale.localize,open,08/14/19 14:25:08,12/03/19 14:07:23,https://github.com/python/cpython/pull/15275
python/cpython,PR,15268,aldwinaldwin,bpo-5664: 2to3 convert Cookie.Cookie properly,open,08/14/19 10:30:46,09/11/19 15:58:00,https://github.com/python/cpython/pull/15268
python/cpython,PR,15254,sir-sigurd,bpo-37842: Argument Clinic: Initialize Py_buffer variables more efficiently,open,08/13/19 19:38:28,08/13/19 19:38:32,https://github.com/python/cpython/pull/15254
python/cpython,PR,15249,aldwinaldwin,bpo-12611: 2to3 crashes when converting doctest using reduce(),open,08/13/19 12:25:16,08/27/19 05:13:43,https://github.com/python/cpython/pull/15249
python/cpython,PR,15244,epicfaace,bpo-21109: Add SafeTarFile,open,08/13/19 07:43:30,08/16/19 18:20:13,https://github.com/python/cpython/pull/15244
python/cpython,PR,15242,ZackerySpytz,"bpo-15010, unittest: _top_level_dir is incorrectly persisted",open,08/13/19 04:10:27,08/13/19 08:43:42,https://github.com/python/cpython/pull/15242
python/cpython,PR,15211,taleinat,bpo-37827: IDLE shell handling of \r and \b control chars,open,08/11/19 18:22:28,08/14/19 02:05:04,https://github.com/python/cpython/pull/15211
python/cpython,PR,15207,taleinat,bpo-37821: IDLE completion namespace fix,open,08/11/19 14:21:07,08/11/19 14:21:11,https://github.com/python/cpython/pull/15207
python/cpython,PR,15206,CuriousLearner,bpo-26543: Fix crash on IMAP4.noop when bytes data is passed.,open,08/11/19 14:08:31,10/07/19 10:16:01,https://github.com/python/cpython/pull/15206
python/cpython,PR,15205,ZackerySpytz,bpo-37808: Deprecate passing a single argument to super(),open,08/11/19 08:18:53,09/14/19 15:27:45,https://github.com/python/cpython/pull/15205
python/cpython,PR,15194,blueyed,bpo-21161: pdb: default: handle list comprehensions,open,08/09/19 18:13:03,08/24/19 07:12:08,https://github.com/python/cpython/pull/15194
python/cpython,PR,15190,maggyero,bpo-35181: Correct importlib documentation for some module attributes,open,08/09/19 11:29:55,09/11/19 18:25:05,https://github.com/python/cpython/pull/15190
python/cpython,PR,15179,Kojoley,bpo-37794: MSVCCompiler: Replace /Ox with /O2,open,08/08/19 20:14:43,08/28/19 21:44:58,https://github.com/python/cpython/pull/15179
python/cpython,PR,15177,sblondon,bpo-37779 : Add information about the overriding behavior of ConfigParser.read,open,08/08/19 16:59:21,09/14/19 00:04:01,https://github.com/python/cpython/pull/15177
python/cpython,PR,15175,akruis,bpo-37788: fix reference leak caused by threading._shutdown_locks,open,08/08/19 11:23:08,08/12/19 18:36:02,https://github.com/python/cpython/pull/15175
python/cpython,PR,15169,taleinat,bpo-21261: IDLE shell auto-completion of dict keys,open,08/07/19 23:33:23,11/14/19 14:10:03,https://github.com/python/cpython/pull/15169
python/cpython,PR,15147,F1uxCapacitor,Allow graceful error handling in messages.py when MIMEText object encodes payload,open,08/06/19 20:24:16,09/17/19 23:17:51,https://github.com/python/cpython/pull/15147
python/cpython,PR,15144,jdemeyer, bpo-37774: use Py_LIKELY/Py_UNLIKELY for vectorcall ,open,08/06/19 17:34:38,09/19/19 09:24:55,https://github.com/python/cpython/pull/15144
python/cpython,PR,15140,taleinat,bpo-37768: IDLE: show help(object) output in a text viewing window,open,08/06/19 00:03:50,08/31/19 14:11:45,https://github.com/python/cpython/pull/15140
python/cpython,PR,15138,terryjreedy,bpo-37765: Add keywords to IDLE's main completion list,open,08/05/19 23:24:21,08/06/19 19:58:03,https://github.com/python/cpython/pull/15138
python/cpython,PR,15136,jherland,"bpo-37763: Teach setup.py to pick up ""-isystem <dir>"" from $CPPFLAGS",open,08/05/19 18:15:27,08/05/19 18:15:31,https://github.com/python/cpython/pull/15136
python/cpython,PR,15132,code-share1,test_locale.py: correct the test output format,open,08/05/19 11:43:05,12/13/19 05:23:13,https://github.com/python/cpython/pull/15132
python/cpython,PR,15105,eht16,bpo-37755: Use configured output in pydoc instead of pager,open,08/04/19 15:55:22,08/05/19 23:06:52,https://github.com/python/cpython/pull/15105
python/cpython,PR,15094,RMJ10,bpo-1047397: prevent repr/getattr exceptions in cgitb,open,08/03/19 17:37:33,08/31/19 22:35:52,https://github.com/python/cpython/pull/15094
python/cpython,PR,15090,shihai1991,bpo-19692: Rename Py_SAFE_DOWNCAST to _Py_DOWNCAST,open,08/03/19 10:31:51,09/17/19 16:18:12,https://github.com/python/cpython/pull/15090
python/cpython,PR,15088,bjames,modified is_global to handle multicast addresses,open,08/03/19 08:29:08,08/07/19 21:55:47,https://github.com/python/cpython/pull/15088
python/cpython,PR,15079,btwood,bpo-17254: Thai Language Aliases,open,08/02/19 17:43:17,11/15/19 18:31:37,https://github.com/python/cpython/pull/15079
python/cpython,PR,15068,devnexen,"bpo-37737: mmap module, track anonymous paging case on macOS",open,08/01/19 16:29:34,08/05/19 08:32:48,https://github.com/python/cpython/pull/15068
python/cpython,PR,15064,Windsooon,bpo-29750: support non-ASCII passwords in smtplib,open,08/01/19 07:11:59,12/27/19 02:44:14,https://github.com/python/cpython/pull/15064
python/cpython,PR,15058,pierreglaser,bpo-28053: Allow custom reducer when using multiprocessing,open,07/31/19 19:17:39,08/08/19 21:07:28,https://github.com/python/cpython/pull/15058
python/cpython,PR,15023,nsiregar,bpo-37246: Check expiry with current timestamp in DefaultCookiePolicy,open,07/30/19 17:43:50,07/30/19 17:43:54,https://github.com/python/cpython/pull/15023
python/cpython,PR,14988,ZackerySpytz,bpo-2920: Use the symbolic errno name in OSError error messages,open,07/28/19 08:57:56,08/08/19 06:48:42,https://github.com/python/cpython/pull/14988
python/cpython,PR,14977,flavianh,bpo-30193: Allow to load buffer objects with json.loads(),open,07/27/19 12:55:06,08/10/19 22:34:20,https://github.com/python/cpython/pull/14977
python/cpython,PR,14970,flavianh,bpo-15987: Add ast.AST class richcompare methods ,open,07/26/19 23:49:23,12/07/19 14:46:31,https://github.com/python/cpython/pull/14970
python/cpython,PR,14957,danifus,bpo-37538: Zipfile refactor,open,07/26/19 12:26:36,08/03/19 05:01:02,https://github.com/python/cpython/pull/14957
python/cpython,PR,14950,xuhdev,"bpo-24935: On all posix systems, not just Darwin, set LDSHARED (if not set) according to CC",open,07/25/19 20:41:53,07/31/19 21:04:28,https://github.com/python/cpython/pull/14950
python/cpython,PR,14946,wchargin,Fix PYTHONPATH man page in empty-value case,open,07/25/19 02:45:47,07/26/19 20:09:25,https://github.com/python/cpython/pull/14946
python/cpython,PR,14933,Anvil,bpo-37669: Make mock_open return per-file-name content,open,07/24/19 15:52:25,10/07/19 16:41:14,https://github.com/python/cpython/pull/14933
python/cpython,PR,14925,gordonmessmer,bpo-30755: Allow fallback to UTF-8 encoding on systems with no locales installed.,open,07/24/19 05:57:23,07/24/19 05:57:27,https://github.com/python/cpython/pull/14925
python/cpython,PR,14912,hharutyunyan,bpo-37534: Adding ability to add Standalone Document Declaration when generating XML documents,open,07/23/19 02:31:40,11/05/19 18:22:21,https://github.com/python/cpython/pull/14912
python/cpython,PR,14908,refi64,bpo-37650: tempfile: flock(LOCK_SH) on temporary directories,open,07/22/19 15:28:45,12/13/19 05:19:43,https://github.com/python/cpython/pull/14908
python/cpython,PR,14880,tbartlett0,bpo-1346874: Add 'Expect: 100-Continue' support to httplib,open,07/21/19 18:26:03,07/22/19 13:03:50,https://github.com/python/cpython/pull/14880
python/cpython,PR,14877,peternguyen93,bpo-37640: Fix telnetlib crash in Python3 while receiving un-printable characters from server,open,07/21/19 12:22:38,12/13/19 05:25:21,https://github.com/python/cpython/pull/14877
python/cpython,PR,14874,nsiregar,bpo-37616: Fix incorrect zip path for 3.10 prep,open,07/21/19 07:14:08,08/04/19 13:27:53,https://github.com/python/cpython/pull/14874
python/cpython,PR,14863,jdemeyer,bpo-34396: vectorcall for wrapper_descriptor and method-wrapper,open,07/19/19 18:54:47,07/20/19 17:03:25,https://github.com/python/cpython/pull/14863
python/cpython,PR,14862,pierrechopin,[bpo-16512](https://bugs.python.org/issue16512): Improve jpeg detection in imghdr,open,07/19/19 17:24:32,07/31/19 19:11:15,https://github.com/python/cpython/pull/14862
python/cpython,PR,14843,jo-he,"bpo-37612: always call linkat() from os.link(), if available",open,07/18/19 17:53:35,08/01/19 09:55:07,https://github.com/python/cpython/pull/14843
python/cpython,PR,14841,nsiregar,bpo-37609: Add device path support in ntpath splitdrive,open,07/18/19 17:37:14,09/14/19 06:09:05,https://github.com/python/cpython/pull/14841
python/cpython,PR,14840,miedzinski,bpo-37621: Don't emit NEWLINE tokens on blank line continuations,open,07/18/19 17:27:37,07/19/19 12:40:10,https://github.com/python/cpython/pull/14840
python/cpython,PR,14837,shihai1991,bpo-34697: Deleteing PyCField_new function,open,07/18/19 15:22:03,07/18/19 15:50:08,https://github.com/python/cpython/pull/14837
python/cpython,PR,14835,aldwinaldwin,bpo-13272: 2to3 string constants fixer,open,07/18/19 11:34:05,07/18/19 12:14:12,https://github.com/python/cpython/pull/14835
python/cpython,PR,14823,paulmon,bpo-33408: Enable AF_UNIX support in Windows,open,07/17/19 22:32:19,07/24/19 23:37:07,https://github.com/python/cpython/pull/14823
python/cpython,PR,14815,nsiregar,bpo-37560: Add exception handler in FieldStorage cleanup,open,07/17/19 18:48:45,09/16/19 18:09:33,https://github.com/python/cpython/pull/14815
python/cpython,PR,14787,potomak,bpo-7202: Parse command global options,open,07/16/19 05:29:43,08/25/19 17:45:47,https://github.com/python/cpython/pull/14787
python/cpython,PR,14781,MeiK2333,bpo-37522: Modify the parse of Set-Cookie,open,07/15/19 15:04:19,07/16/19 05:09:42,https://github.com/python/cpython/pull/14781
python/cpython,PR,14777,ZackerySpytz,bpo-34543: Fix SystemErrors and segfaults with uninitialized Structs,open,07/15/19 01:35:07,07/17/19 10:54:21,https://github.com/python/cpython/pull/14777
python/cpython,PR,14776,carlbordum,bpo-37592: sysconfig no longer relies on sys.version,open,07/14/19 17:20:49,07/15/19 22:05:34,https://github.com/python/cpython/pull/14776
python/cpython,PR,14774,beezz,bpo-21861: Improve _io.FileIO.__repr__,open,07/14/19 13:47:31,08/28/19 15:26:12,https://github.com/python/cpython/pull/14774
python/cpython,PR,14773,arnolddumas,bpo-24053: Add EXIT_SUCCESS and EXIT_FAILURE values in the sys module,open,07/14/19 13:26:42,11/26/19 16:09:39,https://github.com/python/cpython/pull/14773
python/cpython,PR,14771,rompe,bpo-25433: Align bytearray strip methods to those found in byteobject.c,open,07/14/19 12:49:55,09/11/19 10:52:27,https://github.com/python/cpython/pull/14771
python/cpython,PR,14757,potomak,bpo-13127: Fix attr name setter behavior,open,07/14/19 01:45:39,07/14/19 01:45:42,https://github.com/python/cpython/pull/14757
python/cpython,PR,14756,BoboTiG,bpo-25998: Fix doctest badly handling unwrapable objects,open,07/13/19 19:43:03,07/16/19 00:59:59,https://github.com/python/cpython/pull/14756
python/cpython,PR,14747,carlbordum,bpo-30588: document codecs.escape_decode,open,07/13/19 17:19:47,10/04/19 00:45:00,https://github.com/python/cpython/pull/14747
python/cpython,PR,14744,anilbey,bpo-7940: add support for negative end positions to re.finditer and re.findall,open,07/13/19 16:38:12,09/09/19 18:34:05,https://github.com/python/cpython/pull/14744
python/cpython,PR,14737,klette,bpo-37585: Add support for PyDictValues in dictview_richcompare,open,07/13/19 15:04:09,07/29/19 14:02:24,https://github.com/python/cpython/pull/14737
python/cpython,PR,14735,markshannon,bpo-37562 Refactor _PyObject_Vectorcall to improve performance a bit.,open,07/13/19 13:33:31,09/09/19 12:38:42,https://github.com/python/cpython/pull/14735
python/cpython,PR,14710,shihai1991,"bpo-27379: In order to keep backward compatibility, update SocketType's type",open,07/11/19 20:06:50,12/01/19 22:03:28,https://github.com/python/cpython/pull/14710
python/cpython,PR,14701,GadgetSteve,bpo-37556 Extend help to include latest overrides,open,07/11/19 09:05:30,07/11/19 21:14:21,https://github.com/python/cpython/pull/14701
python/cpython,PR,14699,ZackerySpytz,bpo-32381: .pyc files with non-ASCII paths cannot be reopened on Windows,open,07/11/19 07:52:56,07/12/19 00:25:12,https://github.com/python/cpython/pull/14699
python/cpython,PR,14654,websurfer5,bpo-37367: octal escapes applied inconsistently throughout the interpreter and lib,open,07/09/19 05:21:55,11/20/19 06:24:08,https://github.com/python/cpython/pull/14654
python/cpython,PR,14647,shihai1991,bpo-37187: Update PyCField_get_size,open,07/08/19 20:04:17,07/11/19 17:58:35,https://github.com/python/cpython/pull/14647
python/cpython,PR,14592,ZackerySpytz,bpo-37501: Fix test failures when CPython is built without docstrings,open,07/05/19 06:35:26,07/09/19 10:28:06,https://github.com/python/cpython/pull/14592
python/cpython,PR,14589,jdemeyer,bpo-29312: use METH_FASTCALL for dict.update,open,07/04/19 17:54:51,09/12/19 16:07:17,https://github.com/python/cpython/pull/14589
python/cpython,PR,14579,ericsnowcurrently,bpo-37497: Add inspect.Signature.from_text().,open,07/04/19 03:11:05,07/06/19 00:35:30,https://github.com/python/cpython/pull/14579
python/cpython,PR,14578,ZackerySpytz,bpo-15500: Export threading.Thread() names to the OS,open,07/04/19 02:36:11,07/04/19 02:58:34,https://github.com/python/cpython/pull/14578
python/cpython,PR,14530,avinassh,bpo-37439 - Add random.binomialvariate(),open,07/01/19 21:03:26,07/01/19 21:03:29,https://github.com/python/cpython/pull/14530
python/cpython,PR,14513,dcarlier-afilias,bpo-37471: mmap module adding FreeBSD specific flag into the constants,open,07/01/19 17:22:18,07/09/19 23:02:00,https://github.com/python/cpython/pull/14513
python/cpython,PR,14491,csabella,bpo-32631: IDLE: Enable zzdummy extension module,open,07/01/19 03:45:27,07/06/19 00:38:02,https://github.com/python/cpython/pull/14491
python/cpython,PR,14487,maggyero,Improve the __main__ module documentation,open,06/30/19 20:16:41,11/21/19 11:19:06,https://github.com/python/cpython/pull/14487
python/cpython,PR,14474,nascheme,bpo-37448: Add radix tree implementation for obmalloc address_in_range().,open,06/30/19 02:13:53,07/06/19 00:38:34,https://github.com/python/cpython/pull/14474
python/cpython,PR,14464,HaleTom,bpo-36656: Add race-free os.symlink wrapper / helper,open,06/29/19 16:43:57,12/11/19 12:02:12,https://github.com/python/cpython/pull/14464
python/cpython,PR,14432,nmusolino,bpo-26828: Add __length_hint__() to builtin map iterator,open,06/27/19 23:30:18,12/01/19 22:13:31,https://github.com/python/cpython/pull/14432
python/cpython,PR,14419,websurfer5,bpo-37366: add onitem callback argument to shutil.rmtree(),open,06/27/19 05:23:25,06/27/19 13:04:12,https://github.com/python/cpython/pull/14419
python/cpython,PR,14388,edwardmbsmith,bpo-37407:Update imaplib.py to account for additional padding,open,06/26/19 08:01:16,06/27/19 02:14:55,https://github.com/python/cpython/pull/14388
python/cpython,PR,14331,jdemeyer,bpo-37382: check for debug info before testing GDB,open,06/24/19 11:53:34,06/26/19 17:41:12,https://github.com/python/cpython/pull/14331
python/cpython,PR,14326,ZackerySpytz,bpo-20181: Convert the readline module to the Argument Clinic,open,06/23/19 22:03:27,06/23/19 22:03:30,https://github.com/python/cpython/pull/14326
python/cpython,PR,14312,mitar,bpo-37374: Do not escape quotes in minidom inside text segments,open,06/23/19 00:09:32,06/24/19 00:09:45,https://github.com/python/cpython/pull/14312
python/cpython,PR,14311,ZackerySpytz,bpo-20177: Convert the time module to the Argument Clinic,open,06/22/19 22:53:04,09/10/19 18:34:06,https://github.com/python/cpython/pull/14311
python/cpython,PR,14306,shlomif,Optimize and refactor readline().,open,06/22/19 16:39:04,12/28/19 18:35:55,https://github.com/python/cpython/pull/14306
python/cpython,PR,14292,websurfer5,"bpo-37302: Add an ""onerror"" callback parameter to the tempfile.TemporaryDirectory member functions",open,06/21/19 21:28:22,06/23/19 00:15:49,https://github.com/python/cpython/pull/14292
python/cpython,PR,14275,ZackerySpytz,bpo-20179: Convert the _overlapped module to the Argument Clinic,open,06/20/19 22:25:04,08/27/19 01:45:12,https://github.com/python/cpython/pull/14275
python/cpython,PR,14272,cdonovick,bpo-37349: Allow specification of custom environmental variables in EnvBuilder,open,06/20/19 18:08:21,06/20/19 19:54:37,https://github.com/python/cpython/pull/14272
python/cpython,PR,14245,ZackerySpytz,bpo-20175: Convert Modules/_multiprocessing to the Argument Clinic,open,06/19/19 23:44:11,06/19/19 23:44:15,https://github.com/python/cpython/pull/14245
python/cpython,PR,14227,tecki,bpo-37334: Add a cancel method to asyncio Queues,open,06/19/19 10:43:14,11/21/19 15:51:46,https://github.com/python/cpython/pull/14227
python/cpython,PR,14212,MorganRamsay,bpo-6839: removed unnecessary file name encoding test from ZipFile.open(),open,06/19/19 00:36:53,06/24/19 20:28:43,https://github.com/python/cpython/pull/14212
python/cpython,PR,14207,ZackerySpytz,bpo-20183: Convert the mmap module to the Argument Clinic,open,06/18/19 21:59:34,06/18/19 21:59:37,https://github.com/python/cpython/pull/14207
python/cpython,PR,14201,ZackerySpytz,bpo-20183: Convert _locale to the Argument Clinic,open,06/18/19 15:27:09,06/18/19 15:27:13,https://github.com/python/cpython/pull/14201
python/cpython,PR,14166,serhiy-storchaka,bpo-28869: Skip one additional frame when type.__new__ is called not directly from type.__call__.,open,06/17/19 22:10:41,11/17/19 23:30:37,https://github.com/python/cpython/pull/14166
python/cpython,PR,14133,ZackerySpytz,bpo-37308: Fix possible mojibake in mmap.mmap() when using the tagname param,open,06/16/19 20:30:54,07/12/19 16:03:54,https://github.com/python/cpython/pull/14133
python/cpython,PR,14126,alegonz,bpo-28869: Set class module to caller module in ABCMeta.__new__,open,06/16/19 13:51:49,08/07/19 13:27:17,https://github.com/python/cpython/pull/14126
python/cpython,PR,14116,serhiy-storchaka,"bpo-1875, bpo-32477: Raise SyntaxError in invalid blocks that will be optimized away.",open,06/15/19 19:09:48,07/06/19 17:15:53,https://github.com/python/cpython/pull/14116
python/cpython,PR,14114,ZackerySpytz,bpo-1572968: Release the GIL while calling mmap() in the mmap module,open,06/15/19 18:46:39,06/21/19 20:29:15,https://github.com/python/cpython/pull/14114
python/cpython,PR,14068,pablogsal,bpo-37271: Optimize bytecode multiple times until it cannot be optimized further,open,06/14/19 04:30:01,09/11/19 17:54:37,https://github.com/python/cpython/pull/14068
python/cpython,PR,14066,llllllllll,bpo-37270: Manage memory lifetime for all type-related objects.,open,06/14/19 00:33:04,07/05/19 17:38:42,https://github.com/python/cpython/pull/14066
python/cpython,PR,14064,websurfer5,bpo-37260: shutil.rmtree() FileNotFoundError race condition,open,06/13/19 23:00:06,06/25/19 23:53:47,https://github.com/python/cpython/pull/14064
python/cpython,PR,14027,hodaig,bpo-37198: Fix bug in locale,open,06/13/19 00:09:46,06/26/19 08:45:33,https://github.com/python/cpython/pull/14027
python/cpython,PR,14022,NophKe,bpo-37130: Path('..').name now returns '',open,06/12/19 20:10:50,06/21/19 20:32:33,https://github.com/python/cpython/pull/14022
python/cpython,PR,14014,jlvandenhout,bpo-37247: Swap build_ext and build_py commands,open,06/12/19 15:20:52,06/13/19 02:20:57,https://github.com/python/cpython/pull/14014
python/cpython,PR,14013,embray,bpo-28459: Fix _pyio on Cygwin where the msvcrt module is not built,open,06/12/19 15:18:54,09/18/19 12:22:16,https://github.com/python/cpython/pull/14013
python/cpython,PR,13986,orivej,bpo-26180: Fix multiple registration of ForkAwareLocal atfork cleaner,open,06/11/19 23:32:06,08/03/19 11:30:20,https://github.com/python/cpython/pull/13986
python/cpython,PR,13951,hemberger,bpo-37222: Fix for CacheFTPHandler in urllib,open,06/11/19 02:44:23,06/11/19 18:59:30,https://github.com/python/cpython/pull/13951
python/cpython,PR,13947,moreati,bpo-37218: Change digestmod deprecation notice to versionchanged ,open,06/11/19 00:46:06,12/19/19 08:09:34,https://github.com/python/cpython/pull/13947
python/cpython,PR,13934,tim-one,bpo-37211: obmalloc:  eliminate limit on pool size,open,06/10/19 03:43:41,07/13/19 06:27:35,https://github.com/python/cpython/pull/13934
python/cpython,PR,13930,markshannon,"bpo-37207: Use PEP 590 vectorcall to speed up range(), list() and dict() by about 30%",open,06/09/19 12:40:25,09/12/19 14:56:27,https://github.com/python/cpython/pull/13930
python/cpython,PR,13893,maru-n,bpo-37193: remove thread objects which finished process its request,open,06/07/19 16:02:56,12/13/19 04:08:22,https://github.com/python/cpython/pull/13893
python/cpython,PR,13862,erniejunior,bpo-37174: Fix bug in sched.py and add cancel_all() method.,open,06/06/19 15:05:38,08/09/19 02:51:32,https://github.com/python/cpython/pull/13862
python/cpython,PR,13850,mibpl,bpo-37166: inspect.findsource() no longer triggers IndexError...,open,06/06/19 00:59:35,06/28/19 19:20:54,https://github.com/python/cpython/pull/13850
python/cpython,PR,13842,andzn,bpo-28708: Dynamically allocate select fd_sets on Windows based on inputs size,open,06/05/19 15:41:38,06/15/19 21:56:20,https://github.com/python/cpython/pull/13842
python/cpython,PR,13817,0x29a,bpo-37144: Convert path-like object to regular path,open,06/04/19 19:49:49,09/13/19 16:21:14,https://github.com/python/cpython/pull/13817
python/cpython,PR,13797,ZackerySpytz,bpo-27513: email.utils.getaddresses() now handles Header objects,open,06/04/19 08:59:29,07/27/19 07:02:03,https://github.com/python/cpython/pull/13797
python/cpython,PR,13788,tipabu,bpo-37093: Allow http.client to parse non-ASCII header names,open,06/04/19 01:20:58,06/17/19 19:05:12,https://github.com/python/cpython/pull/13788
python/cpython,PR,13772,opavlyuk,bpo-34788: Add support for scoped IPv6 addresses,open,06/03/19 11:57:15,12/13/19 22:46:12,https://github.com/python/cpython/pull/13772
python/cpython,PR,13768,Windsooon,bpo-37086: fixed time.sleep error message,open,06/03/19 06:43:21,06/07/19 13:58:59,https://github.com/python/cpython/pull/13768
python/cpython,PR,13739,ZackerySpytz,bpo-32865: Pass the _O_NOINHERIT flag to _open_osfhandle() calls,open,06/02/19 08:58:21,06/13/19 01:37:32,https://github.com/python/cpython/pull/13739
python/cpython,PR,13738,websurfer5,"bpo-35964: shutil.make_archive (xxx, tar, root_dir) is adding './' entry to archive which is wrong",open,06/02/19 05:40:42,09/28/19 18:19:34,https://github.com/python/cpython/pull/13738
python/cpython,PR,13735,bezoka,bpo-37129: Add os.RWF_APPEND flag for os.pwritev,open,06/02/19 00:52:31,08/09/19 02:50:14,https://github.com/python/cpython/pull/13735
python/cpython,PR,13727,berkerpeksag,bpo-36993: Improve error detection of extra field in ZipFile,open,06/01/19 19:13:44,07/29/19 23:46:01,https://github.com/python/cpython/pull/13727
